,name,place_id,business_status,raiting,price_level,total_reviews,direction,latitud,longitud,neightbour
3517,L'Encant Vegetarià,ChIJmfrp3VqjpBIRvJ5oem7yHns,OPERATIONAL,4.8,1.0,719,"C. de los Castillejos, 210, Barcelona",41.4038865,2.1819011,la Sagrada Família
3518,Bar Restaurante Hong,ChIJL2jr1CWjpBIReQV8e8ec_fk,OPERATIONAL,4.7,,24,"C. del dos de Maig, 217, Barcelona",41.4057737,2.1835598,la Sagrada Família
3519,Sudoki Sushi & Fusion,ChIJ2UHq3sOjpBIRKFEFc8py1J8,OPERATIONAL,4.8,1.0,404,"C/ d'Aragó, 472, Bajos, local 02, Barcelona",41.4031306,2.1799715,la Sagrada Família
3520,Restaurant Els Arcs Teteria,ChIJX1ogit-ipBIRB0yAR6xbhIA,OPERATIONAL,4.5,,14,"C. de los Castillejos, 168, Barcelona",41.4021261,2.1842421,el Fort Pienc
3521,MEXITALY,ChIJPWORaTujpBIRGVfaySkmfC0,OPERATIONAL,4.9,,13,"C. de Cartagena, 221, Barcelona",41.4064106,2.1803543,la Sagrada Família
3522,Tequila,ChIJDwkSutiipBIRVE-TM1LS7AI,OPERATIONAL,4.1,2.0,908,"C/ d'Aragó, 527, Barcelona",41.40629270000001,2.1835025,el Camp de l'Arpa del Clot
3523,Cococ Mexicano Sagrada Familia,ChIJox-7nsCjpBIRcaCbNVTMjU4,OPERATIONAL,0.0,,0,"colaboración con ""Bar Susana, C/ de València, 542, B-35, Barcelona",41.4064908,2.1818881,la Sagrada Família
3524,El Maracucho Grill House,ChIJ7ePgMhejpBIRBZ5ZTfDdgKI,OPERATIONAL,4.7,1.0,1681,"C. dels Enamorats, 112, Barcelona",41.4069049,2.1837708,el Camp de l'Arpa del Clot
3525,Cafeteria Restaurante Casa Angel,ChIJJZEjHtmipBIRHK2ohg8_ojI,OPERATIONAL,4.7,,10,"C. del dos de Maig, 239, Barcelona",41.407065,2.1818011,la Sagrada Família
3526,Bar Delas Restaurant,ChIJCYM86diipBIRapom9RWe9Jw,OPERATIONAL,4.1,,10,"C/ de València, 554, Barcelona",41.4071015,2.1826936,el Camp de l'Arpa del Clot
3527,El Nilo – Restaurante Egipcio en Barcelona,ChIJ66pkHtmipBIRAvuJrZ1Fwsw,OPERATIONAL,4.4,1.0,460,"C. del dos de Maig, 241, Barcelona",41.4071467,2.1817369,la Sagrada Família
3528,Jin Ou Restaurant,ChIJrVrKQNmipBIRwgLcJ4n1QlM,OPERATIONAL,4.4,,137,"C. de Cartagena, 220, Barcelona",41.4066122,2.1805383,la Sagrada Família
3529,Restaurante Elkaissi,ChIJuTQP89ejpBIRbqH5IZq6UNQ,OPERATIONAL,5.0,,4,"C/ de València, 568, Barcelona",41.4075527,2.1834126,el Camp de l'Arpa del Clot
3530,"LoLo y PePe Restaurante, Brasería.",ChIJFZgCVdiipBIRuqXZpXdVmak,OPERATIONAL,4.1,1.0,258,"C/ de Mallorca, 532, Barcelona",41.4083024,2.182018,el Camp de l'Arpa del Clot
3531,Restaurante; Comida Peruana y Durum Kebab Mallorca,ChIJCWMpQdiipBIRD_LDr0PIKUk,OPERATIONAL,4.3,1.0,267,"C/ de Mallorca, 535, local, 2, Barcelona",41.4091866,2.1828125,el Camp de l'Arpa del Clot
3532,Restaurante jabibi,ChIJnfnaF8CjpBIRmYkhEbFrsLo,OPERATIONAL,0.0,,0,"C/ de Mallorca, 535, Barcelona",41.4093885,2.1831216,el Camp de l'Arpa del Clot
3533,My Gyros Pita & Pizza,ChIJFT-d-IKjpBIRq-hsrN_3kiw,OPERATIONAL,4.5,,62,"Carrer del Degà Bahí, 15, Barcelona",41.4108463,2.1831259,el Camp de l'Arpa del Clot
3534,Goa Indian Restaurant,ChIJL0hzZjajpBIR8uYqMy5kKNE,OPERATIONAL,4.7,,26,"C/ del Rosselló, 556, Barcelona",41.4112424,2.1816244,el Camp de l'Arpa del Clot
3535,Restaurant Los Pajaritos,ChIJJ6E5ydeipBIRfSxOPeic0OU,OPERATIONAL,4.1,3.0,400,"Carrer de la Muntanya, 94, Barcelona",41.412691,2.1833783,el Camp de l'Arpa del Clot
3536,LA CUINA DEL PAPI,ChIJb9eiONaipBIRiloJLKMw4rU,OPERATIONAL,4.5,1.0,486,"C. de la Nació, 67, Barcelona",41.4139804,2.1831219,el Camp de l'Arpa del Clot
3537,Bar Restaurante Adela,ChIJ65aCHNaipBIR64LMSxMxAew,OPERATIONAL,4.2,1.0,405,"Carrer de Ruiz de Padrón, 30, Barcelona",41.4137478,2.1834409,el Camp de l'Arpa del Clot
3538,Restaurant La Llama,ChIJV9zKJtaipBIRt1u47PIValc,OPERATIONAL,4.6,1.0,1386,"Carrer de Besalú, 44, Barcelona",41.4140205,2.1842043,el Camp de l'Arpa del Clot
3539,Tango Braseria Restaurante,ChIJ7_5VZg2jpBIRyp10I_trDx8,OPERATIONAL,4.6,1.0,305,"C. de la Nació, 49, Barcelona",41.4133296,2.184372,el Camp de l'Arpa del Clot
3540,El Rey del Pollo,ChIJldftHyijpBIRZp_vFW0-Kbo,OPERATIONAL,4.6,,96,"Carrer del Degà Bahí, 49, Barcelona",41.4117821,2.1843864,el Camp de l'Arpa del Clot
3541,Restaurante chino Dos Hermanos,ChIJWzI19daipBIRFFakyzSCQ8g,OPERATIONAL,4.4,1.0,11,"Carrer del Freser, 61, Barcelona",41.41439630000001,2.1817856,el Camp de l'Arpa del Clot
3542,Pizzas & Tapas,ChIJi9ou_CmjpBIRLecu94plbgw,OPERATIONAL,2.8,,13,"C/ de Trinxant, 79, Barcelona",41.41524200000001,2.1845071,el Camp de l'Arpa del Clot
3543,El Racó Maremagnum. Pizzeria Mediterrània.,ChIJsRs6H0CjpBIR6BoGnf2H2w8,OPERATIONAL,4.2,2.0,1239,"Moll d'Espanya, 5, Local 09, Barcelona",41.3747611,2.1831964,el Barri Gòtic
3544,Kurz&Gut Maremagnum,ChIJ7wFgWVOipBIRkoMdsvLVNqA,OPERATIONAL,3.5,2.0,1548,"Moll d'Espanya, 5, Barcelona",41.3752189,2.183473,el Barri Gòtic
3545,McDonald's,ChIJ31xPX1OipBIRdjDVoXfez6I,OPERATIONAL,3.5,1.0,2900,"Moll d'Espanya, s/n, Barcelona",41.3755154,2.1833581,el Barri Gòtic
3546,Restaurant Brisa,ChIJ6Zg8ktajpBIRI-IJA7-BgOI,OPERATIONAL,4.2,2.0,1297,"Brisa Palau de Mar, Plaça de Pau Vila, 1, Barcelona",41.3809522,2.1849313,la Barceloneta
3547,Cal Pinxo Palau de Mar,ChIJf1yBaqqjpBIRDBx3taoNe2Q,OPERATIONAL,3.3,3.0,894,"Pça. de Pau Vila, 1, Barcelona",41.3805898,2.1857807,la Barceloneta
3548,Restaurant Cadaqués Barcelona,ChIJU8WSGf6jpBIRUmv0aQUeLHk,OPERATIONAL,4.4,,667,"Carrer de la Reina Cristina, 6, Barcelona",41.3816302,2.1834458,"Sant Pere, Santa Caterina i la Ribera"
3549,Carabela Cafè,ChIJyXhrkv-ipBIRgs6bERFqwG8,OPERATIONAL,4.5,1.0,2889,"Pas de Sota Muralla, 3, Barcelona",41.3812624,2.182876,"Sant Pere, Santa Caterina i la Ribera"
3550,Perikete,ChIJDfhF7v-ipBIRDd8OWCPGqG0,OPERATIONAL,4.4,2.0,3337,"Carrer de Llauder, 6, Barcelona",41.3813538,2.1834747,"Sant Pere, Santa Caterina i la Ribera"
3551,La Barra del 7 Portes Pla de Palau,ChIJ-fua6tSjpBIR6IMTzU9zq1g,OPERATIONAL,4.3,,193,"Carrer de la Reina Cristina, 11, Barcelona",41.3820242,2.1836138,"Sant Pere, Santa Caterina i la Ribera"
3552,El Xulo,ChIJF4DoSYCjpBIRc9-DK-F13L8,OPERATIONAL,4.0,,730,"Pas de Sota Muralla, 7, Barcelona",41.38138350000001,2.1836705,"Sant Pere, Santa Caterina i la Ribera"
3553,7 Portes,ChIJUbEvx_-ipBIRtgarQLBWDZ0,OPERATIONAL,4.1,3.0,9258,"Pg. d'Isabel II, 14, Barcelona",41.3821429,2.1832768,"Sant Pere, Santa Caterina i la Ribera"
3554,Roto’s burger,ChIJ-dNSym2jpBIRepDNiuI6YQ8,OPERATIONAL,4.2,,146,"Carrer de Llauder, 7, Barcelona",41.3814175,2.1835427,"Sant Pere, Santa Caterina i la Ribera"
3555,La Cala BARCELONETA,ChIJQauSvQ-jpBIRVNBpEkpPxfI,OPERATIONAL,3.9,2.0,1353,"Carrer de la Reina Cristina, 2, Barcelona",41.3812785,2.1832689,"Sant Pere, Santa Caterina i la Ribera"
3556,Rasoi Ghar Restaurant indian,ChIJvddCynKjpBIRUYr8yYZUbRA,OPERATIONAL,4.7,,748,"Carrer de la Reina Cristina, 10, Bajo, Barcelona",41.38170239999999,2.1838989,"Sant Pere, Santa Caterina i la Ribera"
3557,Oaxaca Cuina Mexicana,ChIJGZU42f-ipBIRsJrMrDyX95U,OPERATIONAL,4.2,3.0,2137,"Pla de Palau, 19, Barcelona",41.3821371,2.1838766,"Sant Pere, Santa Caterina i la Ribera"
3558,The Green Spot,ChIJ50XXwv-ipBIR3uDaaAWVrAo,OPERATIONAL,4.5,3.0,2739,"Carrer de la Reina Cristina, 12, Barcelona",41.3817959,2.1839473,"Sant Pere, Santa Caterina i la Ribera"
3559,Restaurant El Passadís del Pep,ChIJ21XrLf6ipBIR9BhogDeHbl8,OPERATIONAL,4.5,,917,"Pla de Palau, 2, Barcelona",41.3829414,2.1825567,"Sant Pere, Santa Caterina i la Ribera"
3560,Restaurante La Catalana,ChIJc7MsOP6ipBIR74x_XiiLGVY,OPERATIONAL,4.0,1.0,616,"Plaça de les Olles, 5, Barcelona",41.3837746,2.1831182,"Sant Pere, Santa Caterina i la Ribera"
3561,Resto,ChIJ3Ue5lnejpBIRYNr4i3xGYJ4,OPERATIONAL,4.0,,7,"Plaça de les Olles, 6, Barcelona",41.3838448,2.1831749,"Sant Pere, Santa Caterina i la Ribera"
3562,Acero Street Flavors - Born - Burgers & Sandwiches,ChIJcxmEU_6ipBIRO5SD5GGP3nA,OPERATIONAL,4.7,1.0,985,"Carrer de l'Espaseria, 10, Barcelona",41.3832517,2.1823326,"Sant Pere, Santa Caterina i la Ribera"
3563,Al passatore,ChIJq39DF3OjpBIRKUus76qdPp0,OPERATIONAL,4.0,1.0,1671,"Pla de Palau, 8, Barcelona",41.3833667,2.1829287,"Sant Pere, Santa Caterina i la Ribera"
3564,Sense Coberts,ChIJB7DHSP6ipBIRuxZO2AsQxCQ,OPERATIONAL,4.2,,5,"Plaça de les Olles, Barcelona",41.38325529999999,2.1835894,"Sant Pere, Santa Caterina i la Ribera"
3565,Gravin - Restaurant Italià,ChIJc5rcOv6ipBIR0lp920gX8tk,OPERATIONAL,4.5,2.0,908,"Carrer de Rera Palau, 3, Barcelona",41.3838611,2.1835945,"Sant Pere, Santa Caterina i la Ribera"
3566,Rooster & Bubbles,ChIJtw4X6F-jpBIRvV4buTDxryI,OPERATIONAL,4.6,2.0,432,"Pla de Palau, 12, Barcelona",41.38338419999999,2.1832967,"Sant Pere, Santa Caterina i la Ribera"
3567,Honest Greens Born,ChIJtcWDISSjpBIRC2p6Xtvd_U0,OPERATIONAL,4.5,2.0,2955,"Pla de Palau, 11, Barcelona",41.3835415,2.1832502,"Sant Pere, Santa Caterina i la Ribera"
3568,Bastaix,ChIJJc54T_6ipBIRWCQL-2WCRCw,OPERATIONAL,4.4,2.0,1069,"Plaça del Fossar de les Moreres, 5, Barcelona",41.383634,2.182617,"Sant Pere, Santa Caterina i la Ribera"
3569,Vegetalia Born - Restaurante vegetariano Barcelona,ChIJeWhgRf6ipBIRgu6m5FhwqCg,OPERATIONAL,4.3,2.0,1940,"Plaça del Fossar de les Moreres, s/n, Barcelona",41.3835205,2.1823626,"Sant Pere, Santa Caterina i la Ribera"
3570,Cal Pep,ChIJbd9pOf6ipBIRt8JasLJbTHI,OPERATIONAL,4.3,3.0,2027,"Plaça de les Olles, 8, Barcelona",41.3839163,2.1833831,"Sant Pere, Santa Caterina i la Ribera"
3571,el SET,ChIJFxjdR4ujpBIRS6tPThMEn1w,OPERATIONAL,4.9,,520,"Carrer de l'Esparteria, 7, Barcelona",41.384304,2.1830957,"Sant Pere, Santa Caterina i la Ribera"
3572,Calabrasa,ChIJbY-n3XOjpBIRanzR_sbaGPQ,OPERATIONAL,4.1,2.0,1425,"Pg. del Born, 27, Barcelona",41.3853595,2.1830503,"Sant Pere, Santa Caterina i la Ribera"
3573,La Hacienda,ChIJSU3UFv6ipBIR348tVWKQi7I,OPERATIONAL,4.2,2.0,1508,"C/ del Rec, 69, Barcelona",41.38461,2.1835562,"Sant Pere, Santa Caterina i la Ribera"
3574,Restaurant Casa Delfín,ChIJRYr4C_6ipBIRFe_LoEEGcPg,OPERATIONAL,4.1,2.0,2285,"Pg. del Born, 36, Barcelona",41.3852519,2.1833797,"Sant Pere, Santa Caterina i la Ribera"
3575,MUCHACHO,ChIJ2a_l9c-jpBIRjebo081fgd8,OPERATIONAL,4.7,,491,"Pg. del Born, 29, Barcelona",41.385438,2.1831022,"Sant Pere, Santa Caterina i la Ribera"
3576,Da Nanni,ChIJk_S0dv6ipBIRTseTfN_uc1g,OPERATIONAL,3.8,2.0,1800,"C/ del Rec, 30, Barcelona",41.3852801,2.1826933,"Sant Pere, Santa Caterina i la Ribera"
3577,GUZZO I Restaurante de tapas en el Born,ChIJGyBzD_6ipBIR3gyYlvrLgDc,OPERATIONAL,4.4,2.0,2455,"Plaça Comercial, 10, Barcelona",41.3851059,2.1836459,"Sant Pere, Santa Caterina i la Ribera"
3578,Cantina Mexicana La Hacienda Espartería,ChIJxZ9i1kmjpBIRcxqkVLNxx4Q,OPERATIONAL,4.5,,105,"Carrer de l'Esparteria, 10, Barcelona",41.3841936,2.1831285,"Sant Pere, Santa Caterina i la Ribera"
3579,Bronzo Restaurant,ChIJ3VsNNY-jpBIRI0UcmJg-U0A,OPERATIONAL,4.5,2.0,626,"C/ del Rec, 60, Barcelona",41.384259,2.1840461,"Sant Pere, Santa Caterina i la Ribera"
3580,La Pizza Del Born,ChIJEWTra_6ipBIRQ25YcewlKB0,OPERATIONAL,4.4,1.0,3518,"Pg. del Born, 22, Barcelona",41.3845941,2.1829077,"Sant Pere, Santa Caterina i la Ribera"
3581,Lonja de Tapas,ChIJlSgDof6ipBIRYYWmMZ9E9FE,OPERATIONAL,3.7,2.0,1980,"Placeta de Montcada, 5, Barcelona",41.3844487,2.1820763,"Sant Pere, Santa Caterina i la Ribera"
3582,Buon Appetito,ChIJ8Q9C8QGjpBIROPBfeiuUhEI,OPERATIONAL,4.5,2.0,2667,"Av. del Marquès de l'Argentera, 19, Barcelona",41.385002,2.185041,"Sant Pere, Santa Caterina i la Ribera"
3583,Restaurant Navía,ChIJW7ll5AGjpBIRZlERdJ5MS7c,OPERATIONAL,3.6,1.0,1225,"C/ del Comerç, 33, Barcelona",41.38469680000001,2.1847932,"Sant Pere, Santa Caterina i la Ribera"
3584,"San Pedrito, Restaurante Y Licoreria",ChIJhRmZ7f2ipBIRs5_ZKx_mJV0,OPERATIONAL,4.4,2.0,837,"C/ de la Fusina, 6, Barcelona",41.3866074,2.1836296,"Sant Pere, Santa Caterina i la Ribera"
3585,Bendito Pecado Latin Food,ChIJBzzyzp6jpBIRabIetMtKpWI,OPERATIONAL,4.2,,252,"Carrer de la Princesa, 53, Barcelona",41.3870424,2.182381,"Sant Pere, Santa Caterina i la Ribera"
3586,König Barcelona Born,ChIJtX9Hw_2ipBIRd5LiDQneZmo,OPERATIONAL,4.1,1.0,5094,"C/ de la Fusina, 3, Barcelona",41.3862497,2.1828676,"Sant Pere, Santa Caterina i la Ribera"
3587,Llamber,ChIJz3xmwv2ipBIREX5hepxtl7Q,OPERATIONAL,4.3,3.0,2299,"C/ de la Fusina, 5, Barcelona",41.3863639,2.1830246,"Sant Pere, Santa Caterina i la Ribera"
3588,LA SAGRADA BORN,ChIJlWtbX0qjpBIRbJ0oG72S8Gs,OPERATIONAL,4.6,,41,"C/ de la Fusina, 7, Barcelona",41.3865267,2.1831189,"Sant Pere, Santa Caterina i la Ribera"
3589,Restaurant El Foro,ChIJawSgt_2ipBIR6dBzsSq7yUE,OPERATIONAL,4.3,2.0,2380,"Carrer de la Princesa, 53, Barcelona",41.3869082,2.1821636,"Sant Pere, Santa Caterina i la Ribera"
3590,Puertecillo Born,ChIJk8VY8P2ipBIR21eL6en-5i4,OPERATIONAL,4.5,2.0,4491,"Carrer Comercial, 7, Barcelona",41.3862635,2.1839919,"Sant Pere, Santa Caterina i la Ribera"
3591,Pim Pam Burger,ChIJUUY51v2ipBIRT3-q88AdbXs,OPERATIONAL,4.3,1.0,1854,"Carrer del Sabateret, 4, Barcelona",41.3857202,2.1823436,"Sant Pere, Santa Caterina i la Ribera"
3592,NUDES,ChIJmSM6tvWjpBIRKCpt_nYA3nA,OPERATIONAL,4.8,,255,"C/ del Rec, 10, Barcelona",41.3860704,2.182043,"Sant Pere, Santa Caterina i la Ribera"
3593,La Ciudadela Restaurant,ChIJd0sIRnijpBIRUVmiEIeq8aA,OPERATIONAL,4.2,,123,"Pg. de Pujades, 5, Barcelona",41.3895183,2.1838388,"Sant Pere, Santa Caterina i la Ribera"
3594,Turk kebab,ChIJX-WTQ_2ipBIRI0GMfH6tjmk,OPERATIONAL,3.5,1.0,306,"Passeig de Lluís Companys, No 2, Barcelona",41.3895083,2.1835641,"Sant Pere, Santa Caterina i la Ribera"
3595,Bar Sol Restaurante,ChIJNXBLTx2jpBIRT6Aez8hgU7s,OPERATIONAL,4.0,,44,"C/ de Nàpols, 8, Barcelona",41.3911054,2.1852439,el Parc i la Llacuna del Poblenou
3596,Pizzería Restaurant del Barri,ChIJw7hFr-KipBIR2yET-YTf3Os,OPERATIONAL,4.4,1.0,845,"Pg. de Pujades, 25, Barcelona",41.390834,2.1855988,el Parc i la Llacuna del Poblenou
3597,Napoles Restaurante Pizzeria,ChIJJwqWV52jpBIRNLcidGO4m18,OPERATIONAL,4.8,,60,"C/ de Nàpols, 18, 1ª, Barcelona",41.3913232,2.1849555,el Parc i la Llacuna del Poblenou
3598,La Querida,ChIJMdFC1I6jpBIROGIKNNFOPSQ,OPERATIONAL,4.0,2.0,703,"Pg. de Pujades, 33, Barcelona",41.3913732,2.1863059,el Parc i la Llacuna del Poblenou
3599,EL PARC,ChIJ4e9yY2OjpBIRFzaTePTOLtQ,OPERATIONAL,3.2,,81,"Pg. de Pujades, 5, Barcelona",41.3895487,2.1838804,"Sant Pere, Santa Caterina i la Ribera"
3600,Bell Pepper Resto Bar,ChIJaRnguq-jpBIR1jZB6zLsTBY,OPERATIONAL,4.7,,143,"Pg. de Pujades, 27, Barcelona",41.3909615,2.1857659,el Parc i la Llacuna del Poblenou
3601,Bar Restaurant Nàpols 18,ChIJMamRGZ-jpBIRHFnYhtutJmQ,OPERATIONAL,4.8,,214,"C/ de Nàpols, 18, Barcelona",41.3913211,2.1849528,el Parc i la Llacuna del Poblenou
3602,El Racó de l'Alba,ChIJNek12-KipBIRX47Sg8Nd_0s,OPERATIONAL,4.4,1.0,286,"C/ dels Almogàvers, 4, Barcelona",41.3914167,2.1827684,el Parc i la Llacuna del Poblenou
3603,Forn Pont de Monistrol,ChIJoUxL5IKjpBIR3kuSFb9RPMA,OPERATIONAL,3.0,,1,"C/ de Nàpols, 12, Barcelona",41.3912661,2.1851078,el Parc i la Llacuna del Poblenou
3604,Restaurant menjar Xinès - Tang Ren Mei Shi..Bar,ChIJY3fB3OKipBIRxB3Cd38icDk,OPERATIONAL,3.9,,268,"C/ dels Almogàvers, 4, Barcelona",41.3914167,2.1827684,el Parc i la Llacuna del Poblenou
3605,Maracay,ChIJO38EORejpBIRLddiiTxmNoY,OPERATIONAL,4.9,,125,"C/ dels Almogàvers, 60, Barcelona",41.3937468,2.1856677,el Parc i la Llacuna del Poblenou
3606,Cabo Bar - Restaurant Marina - Terraza,ChIJb6IPkzmjpBIRjMbFckr1f2Y,OPERATIONAL,4.2,2.0,1671,"Carrer de la Marina, 124 Esquina, Alibey",41.39635699999999,2.1852051,el Fort Pienc
3607,Pizzeria L'Antiga Locanda,ChIJrTOx8-GipBIRqi5QpDe8di4,OPERATIONAL,4.0,1.0,95,"C/ de Sardenya, 164, Barcelona",41.3959959,2.1833351,el Fort Pienc
3608,Terra Da Lua,ChIJMUZDkuGipBIRRlkD-MtZCt8,OPERATIONAL,4.2,1.0,59,"C/ de Sardenya, Barcelona",41.3962873,2.1828571,el Fort Pienc
3609,Fénix Brunch Burger,ChIJN38VSWSjpBIRvAqrqnWM3IA,OPERATIONAL,4.3,1.0,228,"Carrer de la Marina, 127, Barcelona",41.39654729999999,2.1838293,el Fort Pienc
3610,Casa Oliver gastronomia,ChIJbRtIwOGipBIRBqt5Rr-Qo40,OPERATIONAL,4.7,,49,"C/ d'Ausiàs Marc, 134, Bajos dos, Barcelona",41.39697890000001,2.1833773,el Fort Pienc
3611,Mara Restaurant,ChIJFx9MRh6jpBIRXY3_uZPF-sM,OPERATIONAL,4.1,1.0,72,"C/ de Lepant, 125, Barcelona",41.3974937,2.185604,el Fort Pienc
3612,BlancVerd,ChIJIeLRKh6jpBIR3pen58Gq2iA,OPERATIONAL,4.3,1.0,116,"C/ d'Ausiàs Marc, 163, Barcelona",41.3981094,2.1843457,el Fort Pienc
3613,EL MIRALL DELS ENCANTS,ChIJR1iNIiCjpBIRZye4ygNDQ3E,OPERATIONAL,3.8,1.0,732,"C. de los Castillejos, 158, Barcelona",41.4012416,2.1858106,el Fort Pienc
3614,Barcelona Marrakech,ChIJoyR4id-ipBIRyvlbR0bFILM,OPERATIONAL,0.0,,0,"C. de los Castillejos, 168, Barcelona",41.4021763,2.1841757,el Fort Pienc
3615,Bar S.A.M.,ChIJ6xt0o9-ipBIR3_l8_2rYSaU,OPERATIONAL,3.9,1.0,184,"Av. Diagonal, 296, Barcelona",41.4027305,2.1830273,la Sagrada Família
3616,El Portal dels Encants,ChIJ8RUm3-CipBIR6ygwS9Ww_oM,OPERATIONAL,4.3,1.0,422,"Gran Via de les Corts Catalanes, 765, Barcelona",41.4018658,2.1841938,el Fort Pienc
3617,CARTAGENA DONER KEBAB y PIZZERIA (HALAL),ChIJ0dd1SDqjpBIRMOlbkWPS3Nc,OPERATIONAL,4.2,,21,"C. de Cartagena, 170, Barcelona",41.4046365,2.1831675,la Sagrada Família
3618,INVAZOR,ChIJKxquIgSjpBIRSbbNlmJZ24Y,OPERATIONAL,5.0,,2,"C/ d'Aragó, 527, Barcelona",41.40629270000001,2.1835025,el Camp de l'Arpa del Clot
3619,Restaurant Tassili Clot,ChIJI5pfuTijpBIRHF_63QFHS5Y,OPERATIONAL,4.1,,11,"C/ del Consell de Cent, 610, Barcelona",41.40619359999999,2.1860171,el Clot
3620,Bao´s,ChIJjyD9nNiipBIRdWYciH9SPK4,OPERATIONAL,4.8,,585,"C/ de la Independència, 258, local 1, Barcelona",41.4072637,2.1842462,el Camp de l'Arpa del Clot
3621,WHAT TAPA 🇵🇪🦙,ChIJxV8dm6OjpBIRBEibV0Nj_Q8,OPERATIONAL,4.7,,16,"C/ d'Aragó, 545, Barcelona",41.4067327,2.1840021,el Camp de l'Arpa del Clot
3622,Restaurant La Fortaleza,ChIJb_BDFiyjpBIRkw3kd7IkT5M,OPERATIONAL,4.7,,53,"C-33, 111, Barcelona",41.4079129,2.1865698,el Clot
3623,Isma 2,ChIJv3YLK9-ipBIRuFzSE05HUCM,OPERATIONAL,3.3,,18,"C/ d'Aragó, 517, Barcelona",41.4054716,2.1821287,la Sagrada Família
3624,Damascene Restaurant,ChIJv61OntiipBIRds64t7uWC0Y,OPERATIONAL,4.5,1.0,396,"C/ de la Independència, 267, Barcelona",41.40692240000001,2.1842639,el Camp de l'Arpa del Clot
3625,Empanades and co.,ChIJH5mBediipBIRrKEAAaI_vco,OPERATIONAL,4.7,1.0,254,"Carrer de Xifré, 2, Barcelona",41.4085318,2.1841483,el Camp de l'Arpa del Clot
3626,Restaurante inka 2,ChIJrY3nHvmjpBIR1jmvJoJhlEg,OPERATIONAL,4.2,,136,"C/ de la Independència, 262, Barcelona",41.4073596,2.184113,el Camp de l'Arpa del Clot
3627,Al Maghribia,ChIJ6ffcriejpBIRXSRfZyJh7K8,OPERATIONAL,4.5,1.0,583,"C/ d'Aragó, 605, Barcelona",41.40841590000001,2.1863508,el Camp de l'Arpa del Clot
3628,Bar Restaurant Europa,ChIJfbB4H6qjpBIRZpnLnq1Q0vc,OPERATIONAL,4.5,,117,"C. dels Enamorats, 148, Barcelona",41.4085106,2.1850609,el Camp de l'Arpa del Clot
3629,Bar El Gran Combo,ChIJIUvJc_KjpBIR4mxptqPtbbw,OPERATIONAL,4.4,,51,"Carrer de Xifré, 23, Barcelona",41.4095596,2.1831864,el Camp de l'Arpa del Clot
3630,restaurante ferm,ChIJURzZ_zqjpBIROYiOqGcMjdU,OPERATIONAL,3.9,2.0,72,"Carrer de Rogent, 27, bj, Barcelona",41.409187,2.1845013,el Camp de l'Arpa del Clot
3631,Bar Restaurant 3 N,ChIJn4r3wyejpBIRD_H-RfoGaPc,OPERATIONAL,4.4,1.0,77,"C/ de València, 607, Barcelona",41.409726,2.1858154,el Camp de l'Arpa del Clot
3632,Gran Ruca Restaurante,ChIJE2NSjCejpBIRzfw9xfe4DPY,OPERATIONAL,3.6,1.0,332,"Carrer de Rogent, 23, Barcelona",41.4091306,2.1847492,el Camp de l'Arpa del Clot
3633,Tipo Tapa,ChIJT8eVjSejpBIRNgxML-HHXLw,OPERATIONAL,4.1,2.0,1288,"Carrer de Rogent, 21, Barcelona",41.409111,2.184869,el Camp de l'Arpa del Clot
3634,D Carpio Taberna Peruana,ChIJazZqP6-jpBIR2ies07Hvajo,OPERATIONAL,0.0,,0,"C/ de la Independència, 276, Barcelona",41.4081163,2.1831425,el Camp de l'Arpa del Clot
3635,Bar restaurante Gabi,ChIJmz-t_OGjpBIRatobk8bHpNo,OPERATIONAL,4.4,,248,"Carrer de la Muntanya, 62, Barcelona",41.412057,2.1848348,el Camp de l'Arpa del Clot
3636,la Cuina de la Carme,ChIJ5QlvUeWjpBIRk26k-Qm3pDw,OPERATIONAL,4.0,,2,"Carrer de la Muntanya, 47, Barcelona",41.4116346,2.1854258,el Camp de l'Arpa del Clot
3637,Morjane Bar Restaurant,ChIJ628iMCyjpBIR_Ig3zkUYCcs,OPERATIONAL,4.6,,226,"C/ de Mallorca, 616, Barcelona",41.4112524,2.1859583,el Camp de l'Arpa del Clot
3638,Bar Restaurant Nuriaska,ChIJ63P4-yejpBIRQnwes5yzY5c,OPERATIONAL,3.6,1.0,64,"C/ de Mallorca, 586, Barcelona",41.4102578,2.1846683,el Camp de l'Arpa del Clot
3639,Bar Restaurante Gran Sabor,ChIJP3j6KdaipBIRSTy6ynWkrsE,OPERATIONAL,4.5,,42,"C. de la Nació, 51, Barcelona",41.4133886,2.1842718,el Camp de l'Arpa del Clot
3640,Monsieur Bistró Barcelona,ChIJ2RQIt6ejpBIRDxkmk893r7U,OPERATIONAL,4.7,,323,"Plaça Carme Monturiol, 2, Barcelona",41.41268460000001,2.1847033,el Camp de l'Arpa del Clot
3641,Muntanya Doner Kebab,ChIJRbGy2teipBIRlOIesKu5jmU,OPERATIONAL,4.0,1.0,221,"Carrer de la Muntanya, 95, Barcelona",41.41240370000001,2.1837086,el Camp de l'Arpa del Clot
3642,Akira's,ChIJcUtGylujpBIRUxvHnZBjlDI,OPERATIONAL,4.4,,246,"C. de la Nació, 27, Barcelona",41.4127781,2.1855566,el Camp de l'Arpa del Clot
